# PDFs do proton: xf(x,Q^2), HERAPDF2.0 LO (parametrizacao de gluon alternativa)
# H1 and ZEUS Collaborations, Eur. Phys. J. C 75 (2015) 580, arXiv:1506.06042
# fonte: https://www.desy.de/h1zeus/herapdf20/grids_151021_lhapdf/HERAPDF20_LO_EIG.tgz
# extraido do membro central (0000) por interpolacao bilinear em (ln x, ln Q)
# Q2[GeV^2]  x  xu_v  xd_v  xubar  xdbar  xs  xc  xb  xg
100.0 9.685427e-03 2.131152e-01 1.099048e-01 4.301302e-01 4.068869e-01 3.372049e-01 1.914933e-01 7.759994e-02 7.615060e+00
100.0 1.020331e-02 2.182564e-01 1.132484e-01 4.215722e-01 3.976136e-01 3.290581e-01 1.857216e-01 7.491098e-02 7.371800e+00
100.0 1.074887e-02 2.235073e-01 1.166927e-01 4.131834e-01 3.884903e-01 3.210634e-01 1.801063e-01 7.231641e-02 7.136957e+00
100.0 1.132362e-02 2.288762e-01 1.202454e-01 4.049718e-01 3.795236e-01 3.132277e-01 1.746545e-01 6.982046e-02 6.910924e+00
100.0 1.192909e-02 2.343582e-01 1.239038e-01 3.968927e-01 3.706699e-01 3.055078e-01 1.693243e-01 6.739614e-02 6.691418e+00
100.0 1.256693e-02 2.399247e-01 1.276424e-01 3.889111e-01 3.618993e-01 2.978734e-01 1.640846e-01 6.502499e-02 6.476732e+00
100.0 1.323889e-02 2.455627e-01 1.314497e-01 3.810118e-01 3.531988e-01 2.903114e-01 1.589217e-01 6.269895e-02 6.266127e+00
100.0 1.394677e-02 2.512882e-01 1.353413e-01 3.732121e-01 3.445832e-01 2.828374e-01 1.538528e-01 6.042788e-02 6.060481e+00
100.0 1.469250e-02 2.571146e-01 1.393318e-01 3.655265e-01 3.360655e-01 2.754651e-01 1.488935e-01 5.822068e-02 5.860561e+00
100.0 1.547810e-02 2.630081e-01 1.433888e-01 3.579166e-01 3.276130e-01 2.681608e-01 1.440077e-01 5.605629e-02 5.664461e+00
100.0 1.630572e-02 2.689679e-01 1.475118e-01 3.503815e-01 3.192251e-01 2.609239e-01 1.391953e-01 5.393442e-02 5.472148e+00
100.0 1.717758e-02 2.750321e-01 1.517398e-01 3.429645e-01 3.109400e-01 2.537949e-01 1.345008e-01 5.188061e-02 5.285857e+00
100.0 1.809606e-02 2.811611e-01 1.560338e-01 3.356213e-01 3.027201e-01 2.467346e-01 1.298819e-01 4.987022e-02 5.103378e+00
100.0 1.906366e-02 2.873497e-01 1.603884e-01 3.283463e-01 2.945609e-01 2.397384e-01 1.253335e-01 4.790024e-02 4.924440e+00
100.0 2.008299e-02 2.936149e-01 1.648215e-01 3.211600e-01 2.864816e-01 2.328264e-01 1.208784e-01 4.598349e-02 4.750139e+00
100.0 2.115682e-02 2.999531e-01 1.693297e-01 3.140605e-01 2.784822e-01 2.259992e-01 1.165174e-01 4.412007e-02 4.580444e+00
100.0 2.228808e-02 3.063419e-01 1.738898e-01 3.070227e-01 2.705407e-01 2.192334e-01 1.122248e-01 4.229519e-02 4.414056e+00
100.0 2.347982e-02 3.127817e-01 1.785019e-01 3.000476e-01 2.626589e-01 2.125308e-01 1.080024e-01 4.050989e-02 4.251057e+00
100.0 2.473528e-02 3.192955e-01 1.831890e-01 2.931688e-01 2.548717e-01 2.059287e-01 1.038921e-01 3.878706e-02 4.093351e+00
100.0 2.605787e-02 3.258490e-01 1.879148e-01 2.863449e-01 2.471410e-01 1.993865e-01 9.984831e-02 3.710106e-02 3.938734e+00
100.0 2.745118e-02 3.324405e-01 1.926771e-01 2.795752e-01 2.394667e-01 1.929042e-01 9.587093e-02 3.545168e-02 3.787181e+00
100.0 2.891899e-02 3.390807e-01 1.974839e-01 2.728801e-01 2.318731e-01 1.865072e-01 9.198814e-02 3.385411e-02 3.639925e+00
100.0 3.046528e-02 3.457563e-01 2.023190e-01 2.662471e-01 2.243511e-01 1.801856e-01 8.818823e-02 3.230145e-02 3.496354e+00
100.0 3.209426e-02 3.524563e-01 2.071708e-01 2.596617e-01 2.168860e-01 1.739238e-01 8.445361e-02 3.078394e-02 3.355648e+00
100.0 3.381033e-02 3.591810e-01 2.120368e-01 2.531288e-01 2.094856e-01 1.677301e-01 8.079291e-02 2.930602e-02 3.218153e+00
100.0 3.561817e-02 3.659292e-01 2.169046e-01 2.466638e-01 2.021760e-01 1.616308e-01 7.723373e-02 2.788183e-02 3.084964e+00
100.0 3.752267e-02 3.726863e-01 2.217625e-01 2.402398e-01 1.949257e-01 1.555928e-01 7.373931e-02 2.649150e-02 2.954462e+00
100.0 3.952900e-02 3.794503e-01 2.266065e-01 2.338559e-01 1.877350e-01 1.496164e-01 7.030965e-02 2.513490e-02 2.826627e+00
100.0 4.164261e-02 3.862151e-01 2.314107e-01 2.275302e-01 1.806383e-01 1.437360e-01 6.697937e-02 2.382944e-02 2.702797e+00
100.0 4.386923e-02 3.929715e-01 2.361660e-01 2.212457e-01 1.736156e-01 1.379304e-01 6.372465e-02 2.256229e-02 2.581934e+00
100.0 4.621491e-02 3.997168e-01 2.408710e-01 2.149953e-01 1.666577e-01 1.321898e-01 6.053489e-02 2.132781e-02 2.463590e+00
100.0 4.868602e-02 4.064431e-01 2.455023e-01 2.087853e-01 1.597815e-01 1.265308e-01 5.742554e-02 2.013343e-02 2.348320e+00
100.0 5.128925e-02 4.131341e-01 2.500172e-01 2.026199e-01 1.530072e-01 1.209721e-01 5.441203e-02 1.898604e-02 2.236619e+00
100.0 5.403168e-02 4.197940e-01 2.544362e-01 1.964834e-01 1.463052e-01 1.154839e-01 5.146432e-02 1.787047e-02 2.127319e+00
100.0 5.692075e-02 4.264202e-01 2.587527e-01 1.903749e-01 1.396769e-01 1.100671e-01 4.858255e-02 1.678662e-02 2.020408e+00
100.0 5.996429e-02 4.329759e-01 2.628653e-01 1.843097e-01 1.331754e-01 1.047717e-01 4.580951e-02 1.575415e-02 1.917345e+00
100.0 6.317057e-02 4.394745e-01 2.668180e-01 1.782710e-01 1.267617e-01 9.955911e-02 4.310796e-02 1.475480e-02 1.816752e+00
100.0 6.654829e-02 4.459152e-01 2.706103e-01 1.722567e-01 1.204325e-01 9.442567e-02 4.047383e-02 1.378646e-02 1.718470e+00
100.0 7.010662e-02 4.522684e-01 2.741650e-01 1.662740e-01 1.142206e-01 8.940131e-02 3.793042e-02 1.285932e-02 1.623256e+00
100.0 7.385521e-02 4.585144e-01 2.774363e-01 1.603227e-01 1.081365e-01 8.449413e-02 3.548080e-02 1.197387e-02 1.531151e+00
100.0 7.780424e-02 4.646717e-01 2.804792e-01 1.543943e-01 1.021504e-01 7.967589e-02 3.310050e-02 1.111882e-02 1.441319e+00
100.0 8.196442e-02 4.707318e-01 2.832743e-01 1.484895e-01 9.626795e-02 7.495140e-02 3.079232e-02 1.029516e-02 1.353838e+00
100.0 8.634704e-02 4.766064e-01 2.856159e-01 1.426233e-01 9.056330e-02 7.038558e-02 2.860150e-02 9.521483e-03 1.270130e+00
100.0 9.096401e-02 4.823490e-01 2.876515e-01 1.367816e-01 8.497242e-02 6.592008e-02 2.648204e-02 8.777553e-03 1.188693e+00
100.0 9.582784e-02 4.879631e-01 2.893848e-01 1.309601e-01 7.948935e-02 6.154906e-02 2.442847e-02 8.060704e-03 1.109330e+00
100.0 1.009517e-01 4.934095e-01 2.907034e-01 1.251497e-01 7.413631e-02 5.728973e-02 2.244747e-02 7.372107e-03 1.032148e+00
100.0 1.063496e-01 4.986309e-01 2.915903e-01 1.193908e-01 6.894690e-02 5.317347e-02 2.056553e-02 6.724688e-03 9.581867e-01
100.0 1.120361e-01 5.035445e-01 2.918881e-01 1.136843e-01 6.395975e-02 4.923133e-02 1.879770e-02 6.122871e-03 8.878537e-01
100.0 1.180267e-01 5.081978e-01 2.917164e-01 1.080159e-01 5.912511e-02 4.541884e-02 1.711098e-02 5.552472e-03 8.200784e-01
100.0 1.243375e-01 5.125045e-01 2.909643e-01 1.023968e-01 5.447485e-02 4.176203e-02 1.551905e-02 5.018219e-03 7.553038e-01
100.0 1.309858e-01 5.164495e-01 2.896534e-01 9.682802e-02 4.999883e-02 3.825134e-02 1.401368e-02 4.516463e-03 6.932862e-01
100.0 1.379896e-01 5.199761e-01 2.877482e-01 9.131602e-02 4.570488e-02 3.489234e-02 1.259582e-02 4.047062e-03 6.340775e-01
100.0 1.453679e-01 5.229883e-01 2.851755e-01 8.587219e-02 4.161213e-02 3.169995e-02 1.127155e-02 3.611738e-03 5.779018e-01
100.0 1.531407e-01 5.254903e-01 2.820002e-01 8.049460e-02 3.769861e-02 2.865510e-02 1.002800e-02 3.205368e-03 5.243725e-01
100.0 1.613291e-01 5.272834e-01 2.780687e-01 7.520726e-02 3.400737e-02 2.579212e-02 8.881273e-03 2.833217e-03 4.740628e-01
100.0 1.699554e-01 5.283949e-01 2.734828e-01 7.000456e-02 3.050642e-02 2.308394e-02 7.814765e-03 2.488999e-03 4.264623e-01
100.0 1.790429e-01 5.286525e-01 2.681600e-01 6.490588e-02 2.721837e-02 2.054801e-02 6.835184e-03 2.174635e-03 3.818487e-01
100.0 1.886163e-01 5.279511e-01 2.620958e-01 5.992124e-02 2.414311e-02 1.818332e-02 5.939745e-03 1.888781e-03 3.401812e-01
100.0 1.987016e-01 5.262436e-01 2.553370e-01 5.505371e-02 2.126679e-02 1.597789e-02 5.120468e-03 1.628395e-03 3.012362e-01
100.0 2.093261e-01 5.232135e-01 2.477687e-01 5.033679e-02 1.862257e-02 1.395726e-02 4.387122e-03 1.396381e-03 2.654339e-01
100.0 2.205187e-01 5.189462e-01 2.395312e-01 4.575776e-02 1.617115e-02 1.208936e-02 3.722781e-03 1.186871e-03 2.322187e-01
100.0 2.323098e-01 5.130752e-01 2.305296e-01 4.135371e-02 1.394195e-02 1.039656e-02 3.135317e-03 1.002148e-03 2.019617e-01
100.0 2.447314e-01 5.055893e-01 2.208544e-01 3.712279e-02 1.191209e-02 8.860028e-03 2.614438e-03 8.386652e-04 1.743402e-01
100.0 2.578172e-01 4.963166e-01 2.105305e-01 3.308036e-02 1.007911e-02 7.477062e-03 2.157024e-03 6.952317e-04 1.493065e-01
100.0 2.716026e-01 4.849637e-01 1.995560e-01 2.925454e-02 8.451064e-03 6.253112e-03 1.763276e-03 5.717343e-04 1.269534e-01
100.0 2.861252e-01 4.716770e-01 1.880664e-01 2.562827e-02 6.994042e-03 5.161182e-03 1.420678e-03 4.641313e-04 1.068284e-01
100.0 3.014242e-01 4.559105e-01 1.760292e-01 2.225706e-02 5.734143e-03 4.220614e-03 1.134709e-03 3.740115e-04 8.926395e-02
100.0 3.175413e-01 4.379699e-01 1.636061e-01 1.911030e-02 4.630498e-03 3.399383e-03 8.917770e-04 2.971129e-04 7.372531e-02
100.0 3.345202e-01 4.175818e-01 1.508509e-01 1.621960e-02 3.687739e-03 2.700393e-03 6.913321e-04 2.332290e-04 6.027160e-02
100.0 3.524070e-01 3.947676e-01 1.378712e-01 1.358921e-02 2.892203e-03 2.112667e-03 5.280813e-04 1.807275e-04 4.872787e-02
100.0 3.712501e-01 3.697569e-01 1.247898e-01 1.120445e-02 2.221577e-03 1.618846e-03 3.949747e-04 1.374644e-04 3.880968e-02
100.0 3.911008e-01 3.423431e-01 1.117299e-01 9.107445e-03 1.681918e-03 1.222960e-03 2.919848e-04 1.034723e-04 3.060611e-02
100.0 4.120129e-01 3.131736e-01 9.877929e-02 7.233140e-03 1.233345e-03 8.945571e-04 2.081418e-04 7.530254e-05 2.354542e-02
100.0 4.340432e-01 2.822520e-01 8.615061e-02 5.635521e-03 8.861153e-04 6.414695e-04 1.463394e-04 5.415604e-05 1.790145e-02
100.0 4.572514e-01 2.501110e-01 7.397385e-02 4.288522e-03 6.198298e-04 4.480082e-04 1.006387e-04 3.815365e-05 1.337168e-02
100.0 4.817006e-01 2.173310e-01 6.238799e-02 3.173089e-03 4.196050e-04 3.029313e-04 6.730490e-05 2.617378e-05 9.770293e-03
100.0 5.074570e-01 1.845610e-01 5.153558e-02 2.272284e-03 2.734973e-04 1.973103e-04 4.360964e-05 1.740951e-05 6.958581e-03
100.0 5.345907e-01 1.525459e-01 4.155820e-02 1.567193e-03 1.707881e-04 1.231983e-04 2.728678e-05 1.118134e-05 4.813046e-03
100.0 5.631752e-01 1.221047e-01 3.258276e-02 1.034866e-03 1.015600e-04 7.330481e-05 1.641463e-05 6.896646e-06 3.217350e-03
100.0 5.932881e-01 9.402271e-02 2.469384e-02 6.476807e-04 5.681969e-05 4.107290e-05 9.396181e-06 4.041153e-06 2.060105e-03
100.0 6.250111e-01 6.904009e-02 1.795825e-02 3.796453e-04 2.951259e-05 2.138915e-05 5.061347e-06 2.222605e-06 1.250540e-03
100.0 6.584303e-01 4.777186e-02 1.240695e-02 2.050541e-04 1.397538e-05 1.016951e-05 2.525525e-06 1.128548e-06 7.094539e-04
100.0 6.936365e-01 3.062310e-02 8.027013e-03 9.966954e-05 5.875049e-06 4.300244e-06 1.139288e-06 5.159087e-07 3.682461e-04
100.0 7.307252e-01 1.771115e-02 4.755921e-03 4.198568e-05 2.096320e-06 1.545936e-06 4.417785e-07 2.016180e-07 1.681987e-04
100.0 7.697969e-01 8.963084e-03 2.516041e-03 1.483213e-05 6.181070e-07 4.610173e-07 1.459606e-07 6.683148e-08 6.629872e-05
100.0 8.109579e-01 3.713417e-03 1.123110e-03 3.989155e-06 1.347367e-07 1.021529e-07 3.680478e-08 1.682453e-08 2.063336e-05
100.0 8.543197e-01 1.123664e-03 3.841440e-04 7.020049e-07 1.849931e-08 1.437403e-08 6.097150e-09 2.769051e-09 4.445036e-06
100.0 9.000000e-01 1.942091e-04 8.169059e-05 5.847738e-08 1.147012e-09 9.272184e-10 4.856196e-10 2.180505e-10 5.025179e-07
10000.0 1.000000e-05 6.807836e-03 1.624874e-03 1.014796e+01 1.014768e+01 9.861385e+00 9.260431e+00 8.127476e+00 3.793333e+02
10000.0 1.053470e-05 7.007974e-03 1.681323e-03 9.951637e+00 9.951340e+00 9.667962e+00 9.073120e+00 7.956637e+00 3.707535e+02
10000.0 1.109799e-05 7.222144e-03 1.744482e-03 9.762871e+00 9.762563e+00 9.482035e+00 8.893171e+00 7.792709e+00 3.625500e+02
10000.0 1.169140e-05 7.436315e-03 1.807642e-03 9.574106e+00 9.573786e+00 9.296108e+00 8.713223e+00 7.628781e+00 3.543464e+02
10000.0 1.231653e-05 7.657444e-03 1.873655e-03 9.389005e+00 9.388674e+00 9.113814e+00 8.536841e+00 7.468196e+00 3.463241e+02
10000.0 1.297510e-05 7.889189e-03 1.944018e-03 9.209496e+00 9.209151e+00 8.937061e+00 8.365901e+00 7.312714e+00 3.385785e+02
10000.0 1.366887e-05 8.120934e-03 2.014381e-03 9.029986e+00 9.029628e+00 8.760309e+00 8.194960e+00 7.157231e+00 3.308328e+02
10000.0 1.439974e-05 8.363827e-03 2.088799e-03 8.855536e+00 8.855165e+00 8.588571e+00 8.028940e+00 7.006358e+00 3.233360e+02
10000.0 1.516970e-05 8.615050e-03 2.166245e-03 8.684866e+00 8.684481e+00 8.420579e+00 7.866597e+00 6.858931e+00 3.160253e+02
10000.0 1.598082e-05 8.866273e-03 2.243692e-03 8.514197e+00 8.513797e+00 8.252587e+00 7.704255e+00 6.711503e+00 3.087145e+02
10000.0 1.683531e-05 9.133146e-03 2.327327e-03 8.349848e+00 8.349432e+00 8.090859e+00 7.548056e+00 6.569826e+00 3.017128e+02
10000.0 1.773549e-05 9.405271e-03 2.413039e-03 8.187620e+00 8.187188e+00 7.931232e+00 7.393920e+00 6.430079e+00 2.948149e+02
10000.0 1.868381e-05 9.677395e-03 2.498751e-03 8.025392e+00 8.024944e+00 7.771605e+00 7.239785e+00 6.290331e+00 2.879170e+02
10000.0 1.968283e-05 9.971026e-03 2.592432e-03 7.870619e+00 7.870153e+00 7.619363e+00 7.092892e+00 6.157357e+00 2.813817e+02
10000.0 2.073526e-05 1.026640e-02 2.686757e-03 7.716449e+00 7.715965e+00 7.467719e+00 6.946586e+00 6.024931e+00 2.748757e+02
10000.0 2.184398e-05 1.056430e-02 2.782126e-03 7.563059e+00 7.562558e+00 7.316848e+00 6.801039e+00 5.893213e+00 2.684075e+02
10000.0 2.301197e-05 1.088459e-02 2.886729e-03 7.416581e+00 7.416059e+00 7.172823e+00 6.662202e+00 5.767764e+00 2.622733e+02
10000.0 2.424242e-05 1.120488e-02 2.991332e-03 7.270102e+00 7.269561e+00 7.028797e+00 6.523366e+00 5.642314e+00 2.561391e+02
10000.0 2.553865e-05 1.153245e-02 3.098821e-03 7.125663e+00 7.125101e+00 6.886791e+00 6.386510e+00 5.518712e+00 2.501030e+02
10000.0 2.690420e-05 1.187895e-02 3.213808e-03 6.986525e+00 6.985942e+00 6.750036e+00 6.254800e+00 5.399912e+00 2.443216e+02
10000.0 2.834277e-05 1.222545e-02 3.328795e-03 6.847388e+00 6.846782e+00 6.613280e+00 6.123090e+00 5.281112e+00 2.385403e+02
10000.0 2.985825e-05 1.258530e-02 3.449521e-03 6.711432e+00 6.710803e+00 6.479675e+00 5.994466e+00 5.165188e+00 2.329109e+02
10000.0 3.145477e-05 1.296119e-02 3.577144e-03 6.579298e+00 6.578645e+00 6.349854e+00 5.869550e+00 5.052722e+00 2.274641e+02
10000.0 3.313665e-05 1.333708e-02 3.704767e-03 6.447165e+00 6.446487e+00 6.220034e+00 5.744635e+00 4.940255e+00 2.220174e+02
10000.0 3.490846e-05 1.373263e-02 3.840355e-03 6.319245e+00 6.318541e+00 6.094384e+00 5.623805e+00 4.831592e+00 2.167706e+02
10000.0 3.677501e-05 1.413969e-02 3.980607e-03 6.193793e+00 6.193062e+00 5.971177e+00 5.505368e+00 4.725157e+00 2.116410e+02
10000.0 3.874136e-05 1.454675e-02 4.120859e-03 6.068340e+00 6.067583e+00 5.847970e+00 5.386931e+00 4.618722e+00 2.065114e+02
10000.0 4.081286e-05 1.498153e-02 4.272830e-03 5.948031e+00 5.947244e+00 5.729853e+00 5.273477e+00 4.516922e+00 2.016245e+02
10000.0 4.299512e-05 1.542294e-02 4.427602e-03 5.828951e+00 5.828134e+00 5.612953e+00 5.161215e+00 4.416231e+00 1.967956e+02
10000.0 4.529406e-05 1.586435e-02 4.582375e-03 5.709871e+00 5.709024e+00 5.496053e+00 5.048953e+00 4.315540e+00 1.919666e+02
10000.0 4.771593e-05 1.634141e-02 4.752826e-03 5.596767e+00 5.595887e+00 5.385065e+00 4.942479e+00 4.220225e+00 1.874179e+02
10000.0 5.026729e-05 1.681906e-02 4.923543e-03 5.483764e+00 5.482851e+00 5.274177e+00 4.836102e+00 4.125000e+00 1.828740e+02
10000.0 5.295507e-05 1.730304e-02 5.097031e-03 5.371687e+00 5.370740e+00 5.164205e+00 4.730621e+00 4.030607e+00 1.783731e+02
10000.0 5.578657e-05 1.782024e-02 5.285094e-03 5.264476e+00 5.263493e+00 5.059048e+00 4.629851e+00 3.940586e+00 1.740990e+02
10000.0 5.876947e-05 1.833745e-02 5.473158e-03 5.157266e+00 5.156246e+00 4.953891e+00 4.529081e+00 3.850564e+00 1.698248e+02
10000.0 6.191187e-05 1.886883e-02 5.667771e-03 5.051912e+00 5.050854e+00 4.850569e+00 4.430106e+00 3.762207e+00 1.656366e+02
10000.0 6.522229e-05 1.942818e-02 5.875319e-03 4.950224e+00 4.949125e+00 4.750873e+00 4.334677e+00 3.677136e+00 1.616180e+02
10000.0 6.870971e-05 1.998753e-02 6.082868e-03 4.848536e+00 4.847396e+00 4.651176e+00 4.239249e+00 3.592066e+00 1.575995e+02
10000.0 7.238361e-05 2.057048e-02 6.301064e-03 4.749544e+00 4.748361e+00 4.554146e+00 4.146427e+00 3.509409e+00 1.537049e+02
10000.0 7.625395e-05 2.117587e-02 6.529388e-03 4.653118e+00 4.651890e+00 4.459652e+00 4.056085e+00 3.429046e+00 1.499283e+02
10000.0 8.033124e-05 2.178126e-02 6.757711e-03 4.556691e+00 4.555419e+00 4.365158e+00 3.965742e+00 3.348684e+00 1.461516e+02
10000.0 8.462654e-05 2.242065e-02 7.001488e-03 4.463719e+00 4.462398e+00 4.274078e+00 3.878736e+00 3.271407e+00 1.425328e+02
10000.0 8.915151e-05 2.307539e-02 7.252244e-03 4.372306e+00 4.370936e+00 4.184539e+00 3.793237e+00 3.195522e+00 1.389851e+02
10000.0 9.391843e-05 2.373013e-02 7.502999e-03 4.280893e+00 4.279474e+00 4.094999e+00 3.707738e+00 3.119638e+00 1.354374e+02
10000.0 9.894023e-05 2.443094e-02 7.776126e-03 4.193611e+00 4.192138e+00 4.009543e+00 3.626227e+00 3.047437e+00 1.320772e+02
10000.0 1.042306e-04 2.513893e-02 8.052735e-03 4.106973e+00 4.105445e+00 3.924722e+00 3.545337e+00 2.975810e+00 1.287461e+02
10000.0 1.098037e-04 2.584929e-02 8.330496e-03 4.020524e+00 4.018941e+00 3.840088e+00 3.464631e+00 2.904351e+00 1.254235e+02
10000.0 1.156749e-04 2.661429e-02 8.634728e-03 3.938434e+00 3.936790e+00 3.759758e+00 3.388128e+00 2.836769e+00 1.222974e+02
10000.0 1.218601e-04 2.737929e-02 8.938960e-03 3.856344e+00 3.854639e+00 3.679429e+00 3.311626e+00 2.769188e+00 1.191712e+02
10000.0 1.283759e-04 2.815768e-02 9.249681e-03 3.775197e+00 3.773430e+00 3.600032e+00 3.236033e+00 2.702444e+00 1.160873e+02
10000.0 1.352401e-04 2.898407e-02 9.583671e-03 3.697435e+00 3.695602e+00 3.523976e+00 3.163704e+00 2.638706e+00 1.131547e+02
10000.0 1.424714e-04 2.981047e-02 9.917661e-03 3.619673e+00 3.617773e+00 3.447921e+00 3.091374e+00 2.574968e+00 1.102221e+02
10000.0 1.500893e-04 3.066275e-02 1.026492e-02 3.543537e+00 3.541567e+00 3.373470e+00 3.020611e+00 2.512670e+00 1.073618e+02
10000.0 1.581146e-04 3.155478e-02 1.063255e-02 3.469897e+00 3.467853e+00 3.301483e+00 2.952251e+00 2.452584e+00 1.046123e+02
10000.0 1.665689e-04 3.244681e-02 1.100017e-02 3.396256e+00 3.394138e+00 3.229495e+00 2.883892e+00 2.392497e+00 1.018628e+02
10000.0 1.754754e-04 3.337968e-02 1.138822e-02 3.324854e+00 3.322658e+00 3.159716e+00 2.817687e+00 2.334390e+00 9.921206e+01
10000.0 1.848580e-04 3.434325e-02 1.179162e-02 3.255135e+00 3.252858e+00 3.091598e+00 2.753102e+00 2.277771e+00 9.663548e+01
10000.0 1.947423e-04 3.530682e-02 1.219502e-02 3.185416e+00 3.183057e+00 3.023479e+00 2.688518e+00 2.221152e+00 9.405890e+01
10000.0 2.051552e-04 3.632693e-02 1.262807e-02 3.118484e+00 3.116038e+00 2.958109e+00 2.626614e+00 2.166991e+00 9.160434e+01
10000.0 2.161248e-04 3.736618e-02 1.307114e-02 3.052494e+00 3.049958e+00 2.893669e+00 2.565617e+00 2.113663e+00 8.919105e+01
10000.0 2.276810e-04 3.840543e-02 1.351421e-02 2.986505e+00 2.983879e+00 2.829228e+00 2.504621e+00 2.060334e+00 8.677777e+01
10000.0 2.398550e-04 3.951991e-02 1.399696e-02 2.923792e+00 2.921068e+00 2.768018e+00 2.446774e+00 2.009891e+00 8.450689e+01
10000.0 2.526800e-04 4.064061e-02 1.448301e-02 2.861351e+00 2.858528e+00 2.707075e+00 2.389187e+00 1.959686e+00 8.224778e+01
10000.0 2.661908e-04 4.177007e-02 1.497376e-02 2.799247e+00 2.796324e+00 2.646464e+00 2.331925e+00 1.909778e+00 8.000322e+01
10000.0 2.804240e-04 4.297836e-02 1.550690e-02 2.740179e+00 2.737147e+00 2.588844e+00 2.277578e+00 1.862536e+00 7.788960e+01
10000.0 2.954182e-04 4.418666e-02 1.604004e-02 2.681110e+00 2.677971e+00 2.531224e+00 2.223231e+00 1.815295e+00 7.577597e+01
10000.0 3.112142e-04 4.542067e-02 1.658732e-02 2.622928e+00 2.619677e+00 2.474477e+00 2.169734e+00 1.768830e+00 7.370026e+01
10000.0 3.278548e-04 4.672200e-02 1.717158e-02 2.567067e+00 2.563695e+00 2.420014e+00 2.118465e+00 1.724398e+00 7.172387e+01
10000.0 3.453851e-04 4.802332e-02 1.775584e-02 2.511205e+00 2.507714e+00 2.365551e+00 2.067196e+00 1.679967e+00 6.974747e+01
10000.0 3.638528e-04 4.936987e-02 1.836533e-02 2.456723e+00 2.453106e+00 2.312446e+00 2.017249e+00 1.636741e+00 6.782966e+01
10000.0 3.833080e-04 5.077107e-02 1.900532e-02 2.403907e+00 2.400160e+00 2.260982e+00 1.968901e+00 1.594974e+00 6.598266e+01
10000.0 4.038034e-04 5.217226e-02 1.964530e-02 2.351092e+00 2.347213e+00 2.209517e+00 1.920553e+00 1.553206e+00 6.413566e+01
10000.0 4.253947e-04 5.364016e-02 2.032316e-02 2.300097e+00 2.296079e+00 2.159843e+00 1.873949e+00 1.513027e+00 6.236538e+01
10000.0 4.481405e-04 5.514737e-02 2.102336e-02 2.250177e+00 2.246014e+00 2.111225e+00 1.828375e+00 1.473784e+00 6.064034e+01
10000.0 4.721025e-04 5.665458e-02 2.172355e-02 2.200256e+00 2.195949e+00 2.062607e+00 1.782800e+00 1.434542e+00 5.891530e+01
10000.0 4.973457e-04 5.825308e-02 2.247681e-02 2.152549e+00 2.148086e+00 2.016164e+00 1.739345e+00 1.397226e+00 5.728281e+01
10000.0 5.239387e-04 5.987362e-02 2.324288e-02 2.105377e+00 2.100755e+00 1.970247e+00 1.696402e+00 1.360375e+00 5.567266e+01
10000.0 5.519537e-04 6.149417e-02 2.400895e-02 2.058205e+00 2.053424e+00 1.924330e+00 1.653459e+00 1.323525e+00 5.406252e+01
10000.0 5.814665e-04 6.323341e-02 2.484503e-02 2.013594e+00 2.008640e+00 1.880929e+00 1.612966e+00 1.288899e+00 5.255862e+01
10000.0 6.125575e-04 6.497483e-02 2.568240e-02 1.969031e+00 1.963903e+00 1.837574e+00 1.572518e+00 1.254313e+00 5.105668e+01
10000.0 6.453108e-04 6.673650e-02 2.653197e-02 1.924859e+00 1.919555e+00 1.794603e+00 1.532445e+00 1.220068e+00 4.957086e+01
10000.0 6.798155e-04 6.860578e-02 2.744643e-02 1.882772e+00 1.877277e+00 1.753677e+00 1.494365e+00 1.187627e+00 4.817077e+01
10000.0 7.161651e-04 7.047507e-02 2.836090e-02 1.840684e+00 1.834999e+00 1.712752e+00 1.456285e+00 1.155187e+00 4.677068e+01
10000.0 7.544584e-04 7.238990e-02 2.930321e-02 1.799383e+00 1.793501e+00 1.672597e+00 1.418955e+00 1.123425e+00 4.540266e+01
10000.0 7.947992e-04 7.439530e-02 3.030090e-02 1.759644e+00 1.753554e+00 1.633974e+00 1.383119e+00 1.093014e+00 4.409840e+01
10000.0 8.372970e-04 7.640069e-02 3.129859e-02 1.719906e+00 1.713607e+00 1.595351e+00 1.347282e+00 1.062603e+00 4.279413e+01
10000.0 8.820671e-04 7.847945e-02 3.234231e-02 1.681305e+00 1.674788e+00 1.557842e+00 1.312531e+00 1.033173e+00 4.153592e+01
10000.0 9.292311e-04 8.062841e-02 3.343008e-02 1.643793e+00 1.637049e+00 1.521401e+00 1.278820e+00 1.004682e+00 4.032177e+01
10000.0 9.789170e-04 8.277736e-02 3.451786e-02 1.606282e+00 1.599309e+00 1.484959e+00 1.245109e+00 9.761907e-01 3.910762e+01
10000.0 1.031259e-03 8.503116e-02 3.567225e-02 1.570221e+00 1.563006e+00 1.449936e+00 1.212782e+00 9.489474e-01 3.795169e+01
10000.0 1.086401e-03 8.733263e-02 3.685693e-02 1.534820e+00 1.527357e+00 1.415560e+00 1.181085e+00 9.222716e-01 3.682224e+01
