# PDFs do proton: xf(x,Q^2), HERAPDF2.0 LO (parametrizacao de gluon alternativa)
# H1 and ZEUS Collaborations, Eur. Phys. J. C 75 (2015) 580, arXiv:1506.06042
# fonte: https://www.desy.de/h1zeus/herapdf20/grids_151021_lhapdf/HERAPDF20_LO_EIG.tgz
# extraido do membro central (0000) por interpolacao bilinear em (ln x, ln Q)
# Q2[GeV^2]  x  xu_v  xd_v  xubar  xdbar  xs  xc  xb  xg
10.0 7.385521e-02 4.488342e-01 2.787950e-01 1.612948e-01 1.065701e-01 7.867275e-02 2.079853e-02 0.000000e+00 1.768934e+00
10.0 7.780424e-02 4.564685e-01 2.834728e-01 1.565929e-01 1.014392e-01 7.480281e-02 1.956389e-02 0.000000e+00 1.685745e+00
10.0 8.196442e-02 4.640947e-01 2.879671e-01 1.518572e-01 9.635010e-02 7.096963e-02 1.835459e-02 0.000000e+00 1.603471e+00
10.0 8.634704e-02 4.716940e-01 2.921057e-01 1.470646e-01 9.134012e-02 6.720432e-02 1.718811e-02 0.000000e+00 1.522732e+00
10.0 9.096401e-02 4.792671e-01 2.959927e-01 1.422370e-01 8.638525e-02 6.348534e-02 1.604867e-02 0.000000e+00 1.442968e+00
10.0 9.582784e-02 4.868136e-01 2.996228e-01 1.373736e-01 8.148535e-02 5.981220e-02 1.493511e-02 0.000000e+00 1.364129e+00
10.0 1.009517e-01 4.943211e-01 3.028680e-01 1.324555e-01 7.666267e-02 5.620209e-02 1.385389e-02 0.000000e+00 1.286406e+00
10.0 1.063496e-01 5.017619e-01 3.057556e-01 1.275070e-01 7.192200e-02 5.265963e-02 1.280912e-02 0.000000e+00 1.210103e+00
10.0 1.120361e-01 5.091023e-01 3.081177e-01 1.225118e-01 6.729540e-02 4.920972e-02 1.181049e-02 0.000000e+00 1.135583e+00
10.0 1.180267e-01 5.163458e-01 3.100414e-01 1.174819e-01 6.276203e-02 4.583448e-02 1.084672e-02 0.000000e+00 1.062443e+00
10.0 1.243375e-01 5.234464e-01 3.114098e-01 1.124148e-01 5.834613e-02 4.255261e-02 9.924845e-03 0.000000e+00 9.910161e-01
10.0 1.309858e-01 5.303830e-01 3.122311e-01 1.073177e-01 5.404572e-02 3.936191e-02 9.042251e-03 0.000000e+00 9.212560e-01
10.0 1.379896e-01 5.371125e-01 3.124569e-01 1.021952e-01 4.987055e-02 3.626945e-02 8.200458e-03 0.000000e+00 8.532947e-01
10.0 1.453679e-01 5.435654e-01 3.119989e-01 9.705167e-02 4.583869e-02 3.328875e-02 7.403455e-03 0.000000e+00 7.873902e-01
10.0 1.531407e-01 5.497225e-01 3.109096e-01 9.189654e-02 4.193883e-02 3.041042e-02 6.646105e-03 0.000000e+00 7.233854e-01
10.0 1.613291e-01 5.554369e-01 3.090095e-01 8.673728e-02 3.820817e-02 2.766267e-02 5.937605e-03 0.000000e+00 6.618311e-01
10.0 1.699554e-01 5.606961e-01 3.063914e-01 8.158375e-02 3.462693e-02 2.502966e-02 5.270643e-03 0.000000e+00 6.024588e-01
10.0 1.790429e-01 5.653478e-01 3.029455e-01 7.644832e-02 3.121786e-02 2.252826e-02 4.649833e-03 0.000000e+00 5.456268e-01
10.0 1.886163e-01 5.692763e-01 2.986466e-01 7.134347e-02 2.798585e-02 2.016165e-02 4.074820e-03 0.000000e+00 4.914370e-01
10.0 1.987016e-01 5.724032e-01 2.935284e-01 6.628031e-02 2.492397e-02 1.792400e-02 3.542280e-03 0.000000e+00 4.398181e-01
10.0 2.093261e-01 5.744180e-01 2.874290e-01 6.128326e-02 2.206609e-02 1.584034e-02 3.058854e-03 0.000000e+00 3.913239e-01
10.0 2.205187e-01 5.753381e-01 2.804944e-01 5.635716e-02 1.938227e-02 1.388757e-02 2.615832e-03 0.000000e+00 3.455331e-01
10.0 2.323098e-01 5.747694e-01 2.725763e-01 5.153308e-02 1.690426e-02 1.208893e-02 2.218877e-03 0.000000e+00 3.029828e-01
10.0 2.447314e-01 5.726294e-01 2.637607e-01 4.682113e-02 1.461562e-02 1.043157e-02 1.862748e-03 0.000000e+00 2.634553e-01
10.0 2.578172e-01 5.686708e-01 2.540466e-01 4.224242e-02 1.251867e-02 8.916667e-03 1.546403e-03 0.000000e+00 2.270281e-01
10.0 2.716026e-01 5.624971e-01 2.433899e-01 3.782891e-02 1.062620e-02 7.553132e-03 1.270842e-03 0.000000e+00 1.939500e-01
10.0 2.861252e-01 5.541717e-01 2.319459e-01 3.357795e-02 8.908527e-03 6.318480e-03 1.028742e-03 0.000000e+00 1.637685e-01
10.0 3.014242e-01 5.429557e-01 2.196042e-01 2.954771e-02 7.397293e-03 5.235438e-03 8.244556e-04 0.000000e+00 1.370466e-01
10.0 3.175413e-01 5.290819e-01 2.065690e-01 2.572254e-02 6.053734e-03 4.275025e-03 6.494832e-04 0.000000e+00 1.131628e-01
10.0 3.345202e-01 5.120669e-01 1.928527e-01 2.214272e-02 4.886885e-03 3.443331e-03 5.039750e-04 0.000000e+00 9.229576e-02
10.0 3.524070e-01 4.917688e-01 1.785622e-01 1.882359e-02 3.885583e-03 2.731720e-03 3.847036e-04 0.000000e+00 7.427574e-02
10.0 3.712501e-01 4.683185e-01 1.638468e-01 1.576072e-02 3.028053e-03 2.123964e-03 2.870296e-04 0.000000e+00 5.874348e-02
10.0 3.911008e-01 4.411662e-01 1.487877e-01 1.301011e-02 2.324896e-03 1.627234e-03 2.112363e-04 0.000000e+00 4.589579e-02
10.0 4.120129e-01 4.110576e-01 1.335722e-01 1.051817e-02 1.734941e-03 1.211384e-03 1.500126e-04 0.000000e+00 3.496814e-02
10.0 4.340432e-01 3.776995e-01 1.183654e-01 8.340204e-03 1.266523e-03 8.824033e-04 1.045897e-04 0.000000e+00 2.622517e-02
10.0 4.572514e-01 3.415706e-01 1.033552e-01 6.463113e-03 9.000707e-04 6.258272e-04 7.112685e-05 0.000000e+00 1.928130e-02
10.0 4.817006e-01 3.032600e-01 8.873622e-02 4.874680e-03 6.193258e-04 4.298171e-04 4.693232e-05 0.000000e+00 1.384856e-02
10.0 5.074570e-01 2.634799e-01 7.471007e-02 3.562582e-03 4.105005e-04 2.844135e-04 2.994572e-05 0.000000e+00 9.691010e-03
10.0 5.345907e-01 2.231219e-01 6.148749e-02 2.510772e-03 2.607771e-04 1.804252e-04 1.843153e-05 0.000000e+00 6.591688e-03
10.0 5.631752e-01 1.832680e-01 4.927566e-02 1.696444e-03 1.578032e-04 1.090663e-04 1.090889e-05 0.000000e+00 4.343928e-03
10.0 5.932881e-01 1.450892e-01 3.824451e-02 1.088367e-03 8.988741e-05 6.208835e-05 6.153632e-06 0.000000e+00 2.753278e-03
10.0 6.250111e-01 1.097869e-01 2.854777e-02 6.553997e-04 4.756049e-05 3.285047e-05 3.278368e-06 0.000000e+00 1.664396e-03
10.0 6.584303e-01 7.850407e-02 2.030138e-02 3.646609e-04 2.295427e-05 1.586613e-05 1.627795e-06 0.000000e+00 9.479828e-04
10.0 6.936365e-01 5.219662e-02 1.356982e-02 1.832725e-04 9.843716e-06 6.815767e-06 7.374879e-07 0.000000e+00 4.992445e-04
10.0 7.307252e-01 3.150673e-02 8.357238e-03 8.049271e-05 3.608774e-06 2.505634e-06 2.924410e-07 0.000000e+00 2.353805e-04
10.0 7.697969e-01 1.671956e-02 4.618208e-03 2.972124e-05 1.087275e-06 7.587031e-07 9.971561e-08 0.000000e+00 9.674684e-05
10.0 8.109579e-01 7.329936e-03 2.173171e-03 8.430010e-06 2.420443e-07 1.702956e-07 2.640478e-08 0.000000e+00 3.193991e-05
10.0 8.543197e-01 2.379241e-03 7.945516e-04 1.584770e-06 3.379708e-08 2.411510e-08 4.690758e-09 0.000000e+00 7.454836e-06
10.0 9.000000e-01 4.510934e-04 1.848803e-04 1.438739e-07 2.096835e-09 1.536696e-09 4.114386e-10 0.000000e+00 9.394626e-07
100.0 1.000000e-05 5.055422e-03 1.033995e-03 3.783822e+00 3.783650e+00 3.481060e+00 2.845915e+00 1.622734e+00 1.553651e+02
100.0 1.053470e-05 5.206200e-03 1.072459e-03 3.727705e+00 3.727526e+00 3.428014e+00 2.799324e+00 1.593761e+00 1.525285e+02
100.0 1.109799e-05 5.366971e-03 1.114660e-03 3.673256e+00 3.673069e+00 3.376567e+00 2.754191e+00 1.565763e+00 1.497906e+02
100.0 1.169140e-05 5.527743e-03 1.156861e-03 3.618807e+00 3.618613e+00 3.325121e+00 2.709057e+00 1.537766e+00 1.470527e+02
100.0 1.231653e-05 5.694242e-03 1.200672e-03 3.565175e+00 3.564973e+00 3.274458e+00 2.664636e+00 1.510245e+00 1.443629e+02
100.0 1.297510e-05 5.869477e-03 1.246938e-03 3.512789e+00 3.512579e+00 3.224989e+00 2.621303e+00 1.483450e+00 1.417466e+02
100.0 1.366887e-05 6.044713e-03 1.293205e-03 3.460403e+00 3.460184e+00 3.175520e+00 2.577969e+00 1.456655e+00 1.391302e+02
100.0 1.439974e-05 6.228462e-03 1.342617e-03 3.409157e+00 3.408929e+00 3.127142e+00 2.535629e+00 1.430522e+00 1.365807e+02
100.0 1.516970e-05 6.418572e-03 1.394381e-03 3.358761e+00 3.358525e+00 3.079581e+00 2.494031e+00 1.404885e+00 1.340811e+02
100.0 1.598082e-05 6.608682e-03 1.446144e-03 3.308366e+00 3.308120e+00 3.032019e+00 2.452433e+00 1.379248e+00 1.315816e+02
100.0 1.683531e-05 6.811074e-03 1.501746e-03 3.259409e+00 3.259153e+00 2.985835e+00 2.412088e+00 1.354443e+00 1.291659e+02
100.0 1.773549e-05 7.017588e-03 1.558637e-03 3.210935e+00 3.210669e+00 2.940114e+00 2.372163e+00 1.329918e+00 1.267784e+02
100.0 1.868381e-05 7.224101e-03 1.615528e-03 3.162462e+00 3.162184e+00 2.894393e+00 2.332239e+00 1.305393e+00 1.243910e+02
100.0 1.968283e-05 7.447600e-03 1.678539e-03 3.115702e+00 3.115413e+00 2.850312e+00 2.293805e+00 1.281859e+00 1.221031e+02
100.0 2.073526e-05 7.672474e-03 1.742046e-03 3.069081e+00 3.068781e+00 2.806365e+00 2.255491e+00 1.258405e+00 1.198233e+02
100.0 2.184398e-05 7.899233e-03 1.806314e-03 3.022641e+00 3.022330e+00 2.762592e+00 2.217335e+00 1.235055e+00 1.175539e+02
100.0 2.301197e-05 8.142693e-03 1.877314e-03 2.977808e+00 2.977484e+00 2.720355e+00 2.180575e+00 1.212629e+00 1.153774e+02
100.0 2.424242e-05 8.386153e-03 1.948315e-03 2.932975e+00 2.932637e+00 2.678119e+00 2.143815e+00 1.190203e+00 1.132009e+02
100.0 2.553865e-05 8.635616e-03 2.021103e-03 2.888621e+00 2.888270e+00 2.636342e+00 2.107472e+00 1.168051e+00 1.110520e+02
100.0 2.690420e-05 8.900679e-03 2.098535e-03 2.845513e+00 2.845147e+00 2.595756e+00 2.072209e+00 1.146615e+00 1.089746e+02
100.0 2.834277e-05 9.165742e-03 2.175967e-03 2.802404e+00 2.802025e+00 2.555170e+00 2.036947e+00 1.125178e+00 1.068973e+02
100.0 2.985825e-05 9.441371e-03 2.257582e-03 2.760051e+00 2.759657e+00 2.515307e+00 2.002340e+00 1.104174e+00 1.048633e+02
100.0 3.145477e-05 9.729695e-03 2.344222e-03 2.718606e+00 2.718196e+00 2.476311e+00 1.968519e+00 1.083688e+00 1.028811e+02
100.0 3.313665e-05 1.001802e-02 2.430862e-03 2.677161e+00 2.676734e+00 2.437316e+00 1.934698e+00 1.063203e+00 1.008990e+02
100.0 3.490846e-05 1.032145e-02 2.523309e-03 2.636727e+00 2.636284e+00 2.399287e+00 1.901754e+00 1.043293e+00 9.897444e+01
100.0 3.677501e-05 1.063373e-02 2.619157e-03 2.596887e+00 2.596425e+00 2.361826e+00 1.869323e+00 1.023721e+00 9.708362e+01
100.0 3.874136e-05 1.094601e-02 2.715005e-03 2.557046e+00 2.556565e+00 2.324364e+00 1.836892e+00 1.004148e+00 9.519280e+01
100.0 4.081286e-05 1.128025e-02 2.819759e-03 2.518453e+00 2.517953e+00 2.288095e+00 1.805540e+00 9.852842e-01 9.337267e+01
100.0 4.299512e-05 1.161974e-02 2.926642e-03 2.480159e+00 2.479639e+00 2.252111e+00 1.774447e+00 9.665899e-01 9.156946e+01
100.0 4.529406e-05 1.195923e-02 3.033526e-03 2.441865e+00 2.441324e+00 2.216127e+00 1.743353e+00 9.478955e-01 8.976624e+01
100.0 4.771593e-05 1.232792e-02 3.150565e-03 2.405037e+00 2.404475e+00 2.181544e+00 1.713527e+00 9.300305e-01 8.804565e+01
100.0 5.026729e-05 1.269711e-02 3.267775e-03 2.368234e+00 2.367651e+00 2.146984e+00 1.683722e+00 9.121794e-01 8.632645e+01
100.0 5.295507e-05 1.307115e-02 3.387127e-03 2.331661e+00 2.331055e+00 2.112644e+00 1.654116e+00 8.944578e-01 8.462013e+01
100.0 5.578657e-05 1.347072e-02 3.517739e-03 2.296296e+00 2.295665e+00 2.079456e+00 1.625552e+00 8.774167e-01 8.298150e+01
100.0 5.876947e-05 1.387029e-02 3.648351e-03 2.260932e+00 2.260275e+00 2.046268e+00 1.596988e+00 8.603756e-01 8.134286e+01
100.0 6.191187e-05 1.428163e-02 3.783625e-03 2.226033e+00 2.225351e+00 2.013525e+00 1.568825e+00 8.435960e-01 7.973020e+01
100.0 6.522229e-05 1.471620e-02 3.928105e-03 2.192053e+00 2.191344e+00 1.981660e+00 1.541456e+00 8.273329e-01 7.816882e+01
100.0 6.870971e-05 1.515078e-02 4.072586e-03 2.158074e+00 2.157337e+00 1.949795e+00 1.514087e+00 8.110697e-01 7.660744e+01
100.0 7.238361e-05 1.560423e-02 4.225053e-03 2.124780e+00 2.124014e+00 1.918583e+00 1.487306e+00 7.951894e-01 7.508401e+01
100.0 7.625395e-05 1.607564e-02 4.385116e-03 2.092137e+00 2.091340e+00 1.887991e+00 1.461087e+00 7.796731e-01 7.359668e+01
100.0 8.033124e-05 1.654704e-02 4.545179e-03 2.059493e+00 2.058666e+00 1.857399e+00 1.434867e+00 7.641568e-01 7.210934e+01
100.0 8.462654e-05 1.704627e-02 4.717032e-03 2.027737e+00 2.026876e+00 1.827653e+00 1.409410e+00 7.491345e-01 7.067090e+01
100.0 8.915151e-05 1.755805e-02 4.894208e-03 1.996380e+00 1.995485e+00 1.798288e+00 1.384296e+00 7.343352e-01 6.925453e+01
100.0 9.391843e-05 1.806983e-02 5.071383e-03 1.965024e+00 1.964095e+00 1.768923e+00 1.359183e+00 7.195359e-01 6.783816e+01
100.0 9.894023e-05 1.861889e-02 5.264801e-03 1.934741e+00 1.933774e+00 1.740579e+00 1.334992e+00 7.053321e-01 6.648063e+01
100.0 1.042306e-04 1.917375e-02 5.460748e-03 1.904625e+00 1.903620e+00 1.712394e+00 1.310944e+00 6.912209e-01 6.513226e+01
100.0 1.098037e-04 1.973056e-02 5.657577e-03 1.874559e+00 1.873516e+00 1.684257e+00 1.286939e+00 6.771373e-01 6.378660e+01
100.0 1.156749e-04 2.033216e-02 5.874716e-03 1.845638e+00 1.844553e+00 1.657210e+00 1.263915e+00 6.636866e-01 6.250338e+01
100.0 1.218601e-04 2.093377e-02 6.091854e-03 1.816717e+00 1.815589e+00 1.630162e+00 1.240892e+00 6.502359e-01 6.122015e+01
100.0 1.283759e-04 2.154650e-02 6.313842e-03 1.788047e+00 1.786876e+00 1.603354e+00 1.218083e+00 6.369233e-01 5.995053e+01
100.0 1.352401e-04 2.219911e-02 6.553222e-03 1.760277e+00 1.759059e+00 1.577401e+00 1.196045e+00 6.241059e-01 5.872969e+01
100.0 1.424714e-04 2.285172e-02 6.792602e-03 1.732507e+00 1.731241e+00 1.551448e+00 1.174007e+00 6.112886e-01 5.750884e+01
100.0 1.500893e-04 2.352574e-02 7.042252e-03 1.705174e+00 1.703859e+00 1.525911e+00 1.152343e+00 5.987111e-01 5.631157e+01
100.0 1.581146e-04 2.423265e-02 7.307669e-03 1.678512e+00 1.677145e+00 1.501010e+00 1.131252e+00 5.865015e-01 5.515048e+01
100.0 1.665689e-04 2.493956e-02 7.573086e-03 1.651850e+00 1.650431e+00 1.476110e+00 1.110162e+00 5.742920e-01 5.398939e+01
100.0 1.754754e-04 2.568029e-02 7.854166e-03 1.625798e+00 1.624323e+00 1.451788e+00 1.089592e+00 5.624152e-01 5.286095e+01
100.0 1.848580e-04 2.644645e-02 8.147022e-03 1.600204e+00 1.598671e+00 1.427901e+00 1.069414e+00 5.507884e-01 5.175706e+01
100.0 1.947423e-04 2.721261e-02 8.439878e-03 1.574610e+00 1.573019e+00 1.404014e+00 1.049235e+00 5.391617e-01 5.065317e+01
100.0 2.051552e-04 2.802693e-02 8.756022e-03 1.549784e+00 1.548130e+00 1.380855e+00 1.029711e+00 5.279524e-01 4.959019e+01
100.0 2.161248e-04 2.885755e-02 9.080045e-03 1.525217e+00 1.523498e+00 1.357942e+00 1.010409e+00 5.168843e-01 4.854104e+01
100.0 2.276810e-04 2.968818e-02 9.404068e-03 1.500650e+00 1.498866e+00 1.335029e+00 9.911069e-01 5.058163e-01 4.749189e+01
100.0 2.398550e-04 3.058175e-02 9.759164e-03 1.476996e+00 1.475141e+00 1.312981e+00 9.725825e-01 4.952429e-01 4.649114e+01
100.0 2.526800e-04 3.148054e-02 1.011683e-02 1.453419e+00 1.451492e+00 1.291005e+00 9.541224e-01 4.847105e-01 4.549439e+01
100.0 2.661908e-04 3.238677e-02 1.047823e-02 1.429937e+00 1.427937e+00 1.269118e+00 9.357433e-01 4.742294e-01 4.450265e+01
100.0 2.804240e-04 3.335998e-02 1.087319e-02 1.407311e+00 1.405231e+00 1.248043e+00 9.180926e-01 4.642103e-01 4.355603e+01
100.0 2.954182e-04 3.433320e-02 1.126816e-02 1.384685e+00 1.382526e+00 1.226967e+00 9.004419e-01 4.541912e-01 4.260940e+01
100.0 3.112142e-04 3.532863e-02 1.167441e-02 1.362312e+00 1.360071e+00 1.206130e+00 8.830061e-01 4.443080e-01 4.167602e+01
100.0 3.278548e-04 3.638224e-02 1.211022e-02 1.340602e+00 1.338272e+00 1.185920e+00 8.661332e-01 4.347806e-01 4.077733e+01
100.0 3.453851e-04 3.743585e-02 1.254603e-02 1.318892e+00 1.316474e+00 1.165709e+00 8.492602e-01 4.252533e-01 3.987865e+01
100.0 3.638528e-04 3.852807e-02 1.300209e-02 1.297581e+00 1.295070e+00 1.145875e+00 8.327253e-01 4.159392e-01 3.900072e+01
100.0 3.833080e-04 3.966695e-02 1.348263e-02 1.276752e+00 1.274143e+00 1.126495e+00 8.165992e-01 4.068830e-01 3.814789e+01
100.0 4.038034e-04 4.080584e-02 1.396318e-02 1.255923e+00 1.253216e+00 1.107116e+00 8.004730e-01 3.978267e-01 3.729505e+01
100.0 4.253947e-04 4.200389e-02 1.447510e-02 1.235626e+00 1.232815e+00 1.088238e+00 7.847982e-01 3.890543e-01 3.646979e+01
100.0 4.481405e-04 4.323682e-02 1.500552e-02 1.215644e+00 1.212724e+00 1.069656e+00 7.693893e-01 3.804492e-01 3.566078e+01
100.0 4.721025e-04 4.446974e-02 1.553595e-02 1.195661e+00 1.192633e+00 1.051075e+00 7.539804e-01 3.718441e-01 3.485178e+01
100.0 4.973457e-04 4.578191e-02 1.610982e-02 1.176335e+00 1.173189e+00 1.033110e+00 7.391262e-01 3.635869e-01 3.407652e+01
100.0 5.239387e-04 4.711322e-02 1.669419e-02 1.157167e+00 1.153901e+00 1.015294e+00 7.244059e-01 3.554137e-01 3.330940e+01
100.0 5.519537e-04 4.844453e-02 1.727856e-02 1.138000e+00 1.134613e+00 9.974779e-01 7.096856e-01 3.472404e-01 3.254229e+01
100.0 5.814665e-04 4.988132e-02 1.792175e-02 1.119600e+00 1.116080e+00 9.803831e-01 6.956142e-01 3.394731e-01 3.181448e+01
100.0 6.125575e-04 5.132005e-02 1.856603e-02 1.101215e+00 1.097561e+00 9.633016e-01 6.815547e-01 3.317133e-01 3.108739e+01
100.0 6.453108e-04 5.277693e-02 1.922052e-02 1.082949e+00 1.079159e+00 9.463316e-01 6.675956e-01 3.240160e-01 3.036635e+01
100.0 6.798155e-04 5.433035e-02 1.992937e-02 1.065316e+00 1.061379e+00 9.299543e-01 6.541702e-01 3.166517e-01 2.967751e+01
100.0 7.161651e-04 5.588377e-02 2.063821e-02 1.047683e+00 1.043598e+00 9.135769e-01 6.407448e-01 3.092874e-01 2.898867e+01
100.0 7.544584e-04 5.747830e-02 2.137096e-02 1.030291e+00 1.026054e+00 8.974254e-01 6.275229e-01 3.020498e-01 2.831205e+01
100.0 7.947992e-04 5.915458e-02 2.215123e-02 1.013380e+00 1.008980e+00 8.817228e-01 6.147056e-01 2.950639e-01 2.765973e+01
100.0 8.372970e-04 6.083085e-02 2.293149e-02 9.964688e-01 9.919060e-01 8.660201e-01 6.018883e-01 2.880780e-01 2.700740e+01
100.0 8.820671e-04 6.257427e-02 2.375143e-02 9.799119e-01 9.751776e-01 8.506476e-01 5.893690e-01 2.812770e-01 2.637289e+01
100.0 9.292311e-04 6.438192e-02 2.460932e-02 9.636941e-01 9.587797e-01 8.355910e-01 5.771348e-01 2.746530e-01 2.575543e+01
100.0 9.789170e-04 6.618957e-02 2.546720e-02 9.474762e-01 9.423818e-01 8.205344e-01 5.649006e-01 2.680290e-01 2.513797e+01
100.0 1.031259e-03 6.809394e-02 2.638359e-02 9.317156e-01 9.264283e-01 8.059027e-01 5.530505e-01 2.616428e-01 2.454339e+01
100.0 1.086401e-03 7.004230e-02 2.732657e-02 9.161629e-01 9.106770e-01 7.914643e-01 5.413752e-01 2.553647e-01 2.395921e+01
100.0 1.144490e-03 7.199066e-02 2.826955e-02 9.006102e-01 8.949257e-01 7.770258e-01 5.296998e-01 2.490866e-01 2.337503e+01
100.0 1.205686e-03 7.406825e-02 2.929256e-02 8.856088e-01 8.797080e-01 7.630979e-01 5.184871e-01 2.430941e-01 2.281828e+01
100.0 1.270154e-03 7.616623e-02 3.032820e-02 8.706944e-01 8.645744e-01 7.492506e-01 5.073474e-01 2.371467e-01 2.226585e+01
100.0 1.338069e-03 7.827061e-02 3.136789e-02 8.558045e-01 8.494645e-01 7.354259e-01 4.962282e-01 2.312120e-01 2.171465e+01
100.0 1.409615e-03 8.052811e-02 3.250437e-02 8.415017e-01 8.349202e-01 7.221431e-01 4.856013e-01 2.255804e-01 2.119251e+01
100.0 1.484987e-03 8.278560e-02 3.364084e-02 8.271988e-01 8.203760e-01 7.088603e-01 4.749744e-01 2.199488e-01 2.067037e+01
100.0 1.564389e-03 8.507979e-02 3.480105e-02 8.130228e-01 8.059533e-01 6.956942e-01 4.644539e-01 2.143825e-01 2.015448e+01
100.0 1.648037e-03 8.750670e-02 3.604708e-02 7.993061e-01 7.919709e-01 6.829502e-01 4.543181e-01 2.090527e-01 1.966123e+01
100.0 1.736157e-03 8.993362e-02 3.729311e-02 7.855893e-01 7.779885e-01 6.702063e-01 4.441823e-01 2.037229e-01 1.916797e+01
100.0 1.828989e-03 9.243113e-02 3.858584e-02 7.720930e-01 7.642162e-01 6.576642e-01 4.342312e-01 1.985063e-01 1.868554e+01
100.0 1.926785e-03 9.503771e-02 3.995075e-02 7.589372e-01 7.507685e-01 6.454339e-01 4.245654e-01 1.934645e-01 1.821981e+01
100.0 2.029810e-03 9.764428e-02 4.131566e-02 7.457815e-01 7.373209e-01 6.332037e-01 4.148996e-01 1.884227e-01 1.775408e+01
100.0 2.138344e-03 1.003590e-01 4.275386e-02 7.329314e-01 7.241626e-01 6.212521e-01 4.054898e-01 1.835375e-01 1.730328e+01
100.0 2.252681e-03 1.031555e-01 4.424751e-02 7.203126e-01 7.112233e-01 6.095112e-01 3.962737e-01 1.787708e-01 1.686379e+01
100.0 2.373131e-03 1.059520e-01 4.574117e-02 7.076938e-01 6.982840e-01 5.977703e-01 3.870576e-01 1.740041e-01 1.642430e+01
100.0 2.500022e-03 1.088978e-01 4.733844e-02 6.954577e-01 6.857045e-01 5.863764e-01 3.781621e-01 1.694330e-01 1.600344e+01
100.0 2.633698e-03 1.118946e-01 4.897105e-02 6.833521e-01 6.732476e-01 5.751010e-01 3.693761e-01 1.649286e-01 1.558893e+01
100.0 2.774521e-03 1.148913e-01 5.060367e-02 6.712465e-01 6.607908e-01 5.638255e-01 3.605900e-01 1.604242e-01 1.517442e+01
100.0 2.922875e-03 1.180821e-01 5.237434e-02 6.595929e-01 6.487555e-01 5.529578e-01 3.521831e-01 1.561506e-01 1.478185e+01
100.0 3.079160e-03 1.212893e-01 5.415668e-02 6.479775e-01 6.367559e-01 5.421246e-01 3.438082e-01 1.518965e-01 1.439113e+01
100.0 3.243803e-03 1.245182e-01 5.595484e-02 6.364081e-01 6.247988e-01 5.313327e-01 3.354720e-01 1.476659e-01 1.400264e+01
100.0 3.417248e-03 1.279457e-01 5.789789e-02 6.252606e-01 6.132316e-01 5.209191e-01 3.274902e-01 1.436506e-01 1.363456e+01
100.0 3.599968e-03 1.313732e-01 5.984093e-02 6.141131e-01 6.016644e-01 5.105055e-01 3.195083e-01 1.396352e-01 1.326647e+01
100.0 3.792458e-03 1.348637e-01 6.183126e-02 6.030881e-01 5.902095e-01 5.002011e-01 3.116297e-01 1.356824e-01 1.290431e+01
100.0 3.995240e-03 1.385208e-01 6.394636e-02 5.923865e-01 5.790505e-01 4.901852e-01 3.040235e-01 1.318946e-01 1.255776e+01
100.0 4.208865e-03 1.421779e-01 6.606145e-02 5.816849e-01 5.678916e-01 4.801692e-01 2.964172e-01 1.281068e-01 1.221122e+01
100.0 4.433912e-03 1.459425e-01 6.825930e-02 5.711749e-01 5.569062e-01 4.703230e-01 2.889729e-01 1.244169e-01 1.187391e+01
100.0 4.670993e-03 1.498378e-01 7.055778e-02 5.608978e-01 5.461318e-01 4.606832e-01 2.817255e-01 1.208461e-01 1.154783e+01
100.0 4.920750e-03 1.537331e-01 7.285627e-02 5.506207e-01 5.353574e-01 4.510435e-01 2.744780e-01 1.172753e-01 1.122175e+01
100.0 5.183862e-03 1.577826e-01 7.527675e-02 5.405969e-01 5.248101e-01 4.416269e-01 2.674458e-01 1.138342e-01 1.090788e+01
100.0 5.461042e-03 1.619236e-01 7.776962e-02 5.307234e-01 5.143974e-01 4.323427e-01 2.605413e-01 1.104701e-01 1.060125e+01
100.0 5.753043e-03 1.660646e-01 8.026249e-02 5.208499e-01 5.039848e-01 4.230586e-01 2.536368e-01 1.071060e-01 1.029462e+01
100.0 6.060658e-03 1.704080e-01 8.292017e-02 5.112843e-01 4.938450e-01 4.140443e-01 2.469958e-01 1.039004e-01 1.000284e+01
100.0 6.384720e-03 1.748008e-01 8.561805e-02 5.017938e-01 4.837717e-01 4.050957e-01 2.404190e-01 1.007333e-01 9.714675e+00
100.0 6.726110e-03 1.791937e-01 8.831592e-02 4.923033e-01 4.736985e-01 3.961472e-01 2.338422e-01 9.756631e-02 9.426511e+00
100.0 7.085755e-03 1.838374e-01 9.122439e-02 4.831685e-01 4.639368e-01 3.875088e-01 2.275726e-01 9.458333e-02 9.155523e+00
100.0 7.464629e-03 1.884862e-01 9.413708e-02 4.740408e-01 4.541815e-01 3.788766e-01 2.213091e-01 9.160405e-02 8.884878e+00
100.0 7.863761e-03 1.931755e-01 9.708473e-02 4.649668e-01 4.444727e-01 3.702912e-01 2.150925e-01 8.865281e-02 8.616837e+00
100.0 8.284236e-03 1.980823e-01 1.002205e-01 4.561821e-01 4.350147e-01 3.619572e-01 2.091287e-01 8.585247e-02 8.362801e+00
100.0 8.727192e-03 2.029891e-01 1.033562e-01 4.473973e-01 4.255566e-01 3.536233e-01 2.031648e-01 8.305213e-02 8.108765e+00
100.0 9.193834e-03 2.079740e-01 1.065612e-01 4.386881e-01 4.161601e-01 3.453517e-01 1.972650e-01 8.028890e-02 7.858319e+00
